is_positive,message,bart_is_positive,sentiment,score
0,The garden looks beautiful! Too bad you can't see it!  ,0.3649625480175018,negative,0.4
1,"@powersurf OH I've Got a case. I designed it. Someone idiot stole it and I can prove it. If they want to play hardball,I'm game. ",0.4712066948413849,negative,0.25
0,"My smartcard fell out of its holder when I was going home today. If anyone finds it, please tell me ",0.1033438891172409,negative,0.35
1,"@amymacdonald1 Congrats on the 4x platinum  It's a fantastic album, one of my favs",0.9352986812591552,positive,0.95
1,Starbucks! The best way to start the morning ,0.8318028450012207,positive,0.9
1,"How I Met Your Mother - The Leap, Tomorrow 2.am. ",0.1903086900711059,positive,0.8
0,is already up and tired ,0.0006281697424128,negative,0.3
0,@charlottespeech I never got a bell ,0.0075446381233632,negative,0.35
0,@robo__rob IKR. but i hate the lack of troyella  ggmow always makes me so sad ,0.0010223746066913,negative,0.25
0,Josh just owned me and justin in skate. Time to study ,0.0813659578561782,negative,0.35
0,@TamboManJoe do you know how important is for me what you said? you make me cry  hahah,0.0262007433921098,positive,0.7
1,@vanitaapplebum I am so tired of dreaming I am ready to see some reality..  ,0.0012037381529808,negative,0.35
0,Looks like I might be staying in tonight ,0.479342371225357,neutral,0.5
0,"@jbfan10101 I know, right!? I wanted to have an account there so I could get that song, but mom wouldn't let me.. It sucks ",0.0024420924019068,negative,0.25
0,homework all day  ugh,0.0003369232872501,negative,0.2
0,Doh! My dad jumped into the ocean with his camera in his pocket! ,0.0012265695258975,negative,0.15
0,so so so so BORED! ,0.0002000662934733,negative,0.2
1,"@aBetterPlace DUDE!  I got to meet you! Future East Coast meetup, you are hysterical!",0.7074269652366638,positive,0.89
0,@singlegirlie I feel your pain. Disneyland today on 3hrs of sleep ,0.0003398692933842,negative,0.3
0,@FromFL Fine food &amp; friends this evening huh? @BlueCrewDNeLLy will be missed! ,0.4993121922016144,positive,0.8
0,Damn......its raining ,0.0011347909457981,negative,0.35
1,i have a bb pearl here. the keyboard wont let me type a phone number. what should i do? im a SE boy ,0.0107653448358178,negative,0.35
0,@kiwinerd Ugh! So sorry. ,0.0006743146223016,negative,0.2
1,"@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net ",0.2313176840543747,positive,0.7
1,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow ,0.3227076232433319,positive,0.85
0,Why couldn't it have been Rodrigo  #BB10,0.0040475665591657,negative,0.35
0,@JaneHungOz Hey there!  You are here for the fun... until Twitter goes down for maint ,0.0397820398211479,negative,0.35
1,Has just joined Twitter.. It better be good! ,0.6859092116355896,positive,0.7
0,too much music and nothing to put it on ,0.0016096123727038,negative,0.35
0,@singlegirlie I'm not sure if Mr Saturday is playing games or not. He had to back out of our dates this week because he's sick ,0.0045026955194771,negative,0.35
0,@ItsJustMe_ He never mentioned amaeballs!  The moment has passed. Sad.,0.0008223472395911,negative,0.25
1,"where's all the rain we were supposed to have today? not complaining tho, it's lovely &amp; bright. very happy making ",0.7562034130096436,positive,0.875
1,@nsarryeh your rockinggg twitter..im sooo proud of u ,0.9498436450958252,positive,0.95
0,Feel bad for my woman. ,0.0003866871993523,negative,0.25
1,@mattchew03 LOL yes but Lerff facts predate that!! ,0.0284875370562076,positive,0.7
1,@gwyn007 @waz7710    no no really its ok! u try em out and then u can see which works and doesnt  by that time its to late,0.1718243509531021,positive,0.65
0,"Happy Summer Solstice- in the Northern Hemisphere summers solstice began on June 21, 2009 at 1:45 A.M. EDT  Now the days get shorter ",0.8853581547737122,positive,0.8
0,@TheRealLFO july 10th!!  i bet i have 2 work! come 2 charlotte! i'm sure my manager wouldn't mind if U sang to me in the fittingroom LOL!,0.3764747083187103,positive,0.85
0,idk how to help anymore. maybe youll just have to learn the hard way?... whatever im going 2 bed. drivers ed is gonna be hell tomorrow ,0.0064024562016129,negative,0.15
1,"No your today though, so thegirls are free to relaxin the scottish sun ",0.3589482009410858,positive,0.8
0,"At work, drinking coffee, kinda listening to local news...hungry as usual ",0.0280291698873043,negative,0.45
1,@minxdeluxe thanks! let us know if you need any info from us ,0.7901537418365479,positive,0.85
0,thinking there are some changes i should make to my papers... but i've already printed them ,0.0204481855034828,negative,0.35
0,On my way to university again. Miss my learning group this morning. ,0.1789452135562896,negative,0.35
0,@254mochacharlie losing 10 lbs by 7/15 will be easy? Tell me ur secret!! I've been trying for 5 lbs for months but not getting anywhere. ,0.0576712787151336,negative,0.35
1,"is new to twitter. offerings of HELP, are warmly welcomed  hahaha.",0.9008592963218688,positive,0.8
0,at church...not feeling very well at all ,0.0012839938281103,negative,0.2
0,No props for the Wine Merch?  ,0.0068203555420041,negative,0.35
0,Heidi has officially destroyed my frogbur  Hopefully I can fix it!,0.0451019667088985,negative,0.25
1,im still eating some chocolate from easter  homework/studying for half yearlys is waaay too boring. i prefer the interent xD,0.0435288809239864,positive,0.65
1,@sbhoools Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,0.1451874375343322,neutral,0.5
1,@The_OC I was looking for your Breakfast Show page and failed miserably! Where is it?! ,0.0040829149074852,negative,0.35
1,"@davidwalters Shwmae David, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account. ",0.0714612081646919,positive,0.7
0,I can't play voleyball today!!  I have to go to the doctor,0.0186621826142072,negative,0.3
1,@No1Carrington the same reason why i always look forward to reading your editorial in the www.fandwb.com  Love from everyone @trrs,0.706485390663147,positive,0.95
1,Leaving Florida. So excited ,0.704008162021637,positive,0.85
1,Roast in the cooker and cakes in the oven soon.  Good morning!  Hope everyone is well today ,0.5809429883956909,positive,0.95
0,It seems a new FriendFeed User Interface (UI) is coming soon. The current one was too young.  #friendfeed,0.1457429975271225,negative,0.35
0,Driving my niece back to Boston on Easter Sunday: Priceless. Blowing through the FastLane without a pass: $50 ,0.4191280603408813,positive,0.75
0,I hate the rainnnn...it makes my allergy three times worse! ,0.0013284924207255,negative,0.15
0,@laubow_ to be fair I think part of her is happy she didnt win. She looked under so much pressure ,0.0802592635154724,positive,0.65
0,"Hmm, my sons are on the couch playing NDS...for hours ",0.1489928662776947,negative,0.35
0,is not looking forward to work or school ,0.0009126480435952,negative,0.25
1,@DENISE_RICHARDS love your hair  dont ever cut ur locks ,0.9587291479110718,positive,0.9
1,@atxbrowncoats Can't wait!!!  We're super excited. ,0.8598858714103699,positive,0.95
1,@Dee_Dee_3 high low ,0.0037069111131131,negative,0.5
1,"And the motivation came!  yay! Not finished yet, but well on my way!  Gonna go finish it. xx",0.9425166249275208,positive,0.890123
0,"morning world. I feel pretty good. I slept for 9 hours til 10:30pm, then another 5 or so til now. Boyf woke up with an upset tummy tho. ",0.4849239289760589,positive,0.75
0,"David Mitchell's presenting 'Have I Got News For You' tonight &lt;3 I love him! I think he's ace &lt;3 On another note, damn this headache ",0.2359300553798675,positive,0.85
1,On schedule now to soft launch tomorrow evening - already have first customer - lost cat ,0.490459144115448,positive,0.8
1,&quot;Thank You [Lord] for reminding me to see myself the way You see me!&quot; ,0.8224852085113525,positive,0.95
1,@CharlieeSimpson I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old ,0.0488332211971282,positive,0.7
0,"@DavidArchie aww, have fun! wish i could go ",0.7734504342079163,positive,0.85
1,home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em? ,0.0583876520395278,positive,0.65
0,god me chest feels bad today feel like if a little elphant has sat on it can no breath prople ,0.0007855330477468,negative,0.1
0,"Torn, I really want to get http://tinyurl.com/kmjg9k for Hazel, this is a great deal, but shipping costs just as much as the hat ",0.0053837331943213,negative,0.4
0,@lovemetoyou Ouch   It will heal up OK - I did that a couple of months ago with my thumb. I know it hurts though ,0.0630316883325576,negative,0.35
0,@kerenshandrow was listening to wake durring my surgery. the phone fell on the way to recovery lost my place when the  batery popped out ,0.0148156806826591,negative,0.3
1,awh poor brent! for an old guy he was pretty cute ,0.0007825952488929,negative,0.35
1,@KrisAllenmusic I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!,0.6522714495658875,positive,0.89
0,@londonveggarden I wish I was living in your latitudes. My tomatoes are still inside  But radishes are doing well at the allotment,0.3839600384235382,positive,0.75
0,@Harsayis I'm so jealous! i'd love some all you can eat chinese! ,0.4171950817108154,positive,0.85
0,just got a call...my Prius is delayed another week or so.    EVERYONE wants the solar moon roof.  6 others waiting...it's MINE!!!,0.0261027012020349,positive,0.8
0,The stars are out. Where were you when I needed you ,0.0350552797317504,negative,0.35
0,"Man, it's a horrible day to be stuck inside working. The sun wants me to go outside. ",0.0072170309722423,negative,0.35
0,I really have trouble writing stuff when there's no audience for it. I'm sure that says something. Something about me ,0.1193779483437538,negative,0.35
0,@Boyislost They seem to be a few mins behind sometimes. Sorry.. I keep refreshing  Are you going to bed?,0.0011094978544861,negative,0.4
0,"@techninjoe cause im a weakling..lol..for real tho im a preme..born 2 months early so i got like bad heart, bad sight, bad back, umm yea ",0.0010651068296283,negative,0.15
1,O how i love you sammoons  o how i do. ,0.8408606052398682,positive,0.95
0,i miss mummy ,0.0020393459126353,negative,0.35
1,new phone  tattoo on monday! Woo.. just had tea. yummy.,0.3277914822101593,positive,0.85
0,"@Keith_Smyth coffee n toast? say wt lol, gna miss stu  4 4 whole weeks xx",0.081003800034523,positive,0.7
0,why can't i twitter on my phone?! *sulks* ,0.0009725110139697,negative,0.25
0,@jafane5 @spahkleprincess i sadly was not there ,0.0253982972353696,negative,0.25
0,My hands have lost half their movement! ,0.0011121744755655,negative,0.0
1,@RobbieTaylor I have no comment about who won the game until this replay is completed. ,0.0892085283994674,neutral,0.5
1,is in trevs room; about to do bon qui qui ,0.9265223145484924,neutral,0.5
0,"Just woke up, must have been asleep for 14 hours. CG-Podcast is on hiatus till im well. Im too weak and contagious ",0.0466568395495414,negative,0.25
1,TALK meeting tonight at Tampa Chamber at 6pm with @WOMlinda as guest speaker on Word of Mouth Marketing! Happy Hour after @ Tinatapas ,0.5915094017982483,positive,0.85
1,"In Lucien's Library you'll find the complete story of http://ping.fm/iHeVU Someday,we'll finish this ",0.041400246322155,positive,0.7
1,Downtown Disney ,0.7518810629844666,neutral,0.5
0,@Cubbydaniel pos aver ... I'm waithing for my sis to come back with my food if alex goes Ill go cause my bro took my car ,0.0225330181419849,negative,0.4
0,why HER? whywhywhywhywhy. Yes I'm aware I'm just jealous but it still bothers me. ughhhh ,0.0006886431365273,negative,0.2
0,locked out of friendfeed account... pw no longer works... verification email does not come for hours ,0.0005444349953904,negative,0.15
1,@juzgalvez Hahaha! Don't be scared. They need fresh minds and you're it. ,0.7308763265609741,positive,0.85
1,"And then Will Farrell ran out with a banjo. Yep, Land of the Lost was funny. ",0.5956204533576965,positive,0.8
1,@pawsitivlycorky Cute ,0.9944701194763184,positive,0.85
0,i need a car holy crap ,0.0029696598649024,negative,0.35
1,got one because of my babygirl ,0.7932971715927124,positive,0.8
1,"Random drunk girl sitting by my car: &quot;Is that your man bag?&quot;  Me: &quot;Yes, that's my man bag.&quot;  BTW, its name is Butch  ",0.164177805185318,positive,0.65
1,@mileycyrus i meant to reply you but..i kinda replied your dad  oopsy..anyways how can i vote,0.0039190431125462,positive,0.65
1,Alright this is my debute twitt  yay lol,0.9857752323150636,positive,0.8
0,@lrpw1302 Im covered in the bloody stuff. Cant use bathroom untils its dried. Children look on in amusement ,0.003648541169241,error,error
0,I was sleepin like a baby then i woke up at 3 am ,0.0379132851958274,negative,0.4
1,@Alyssa_Milano do celebs get more characters than the rest of us? ,0.0016652721678838,neutral,0.5
0,all of my Horny Kitty's have left me ,0.004602279048413,error,error
1,Keyshia cole loves bebe too!!! ,0.8211468458175659,positive,0.9
0,@renee_66 hey i tried to buy ss album but it didnt work  stupid computer is gay,0.0029994978103786,negative,0.2
1,"@Kathleennyc aaaawww, it's always good to live a little. ",0.677196204662323,positive,0.85
1,just got home from a fun night out! the beach tomorrow morning ,0.748799204826355,positive,0.875
0,is ready for work to be over so she can crawl back in bed and maybe get a few hours sleep... ,0.002113253576681,negative,0.25
0,Rainy day in Philly  looks like it's gonna be a movie night.,0.0120637658983469,positive,0.65
1,@Venyadosae I'm sooo happy you'll get to re-take penguin pics! I collect penguin stuff and am a penguin FREAK! Can't wait to see ,0.954650342464447,positive,0.95
0,@coopermoto LONG time to ge on hold lol I was told 10 days + also had 2 have a credit check because I'm a new customer and trading &lt;1year ,0.0152787379920482,negative,0.35
1,@skovi nice.  will let you about our next spiritualwarriors.com screening ,0.8258565068244934,positive,0.8
0,I`m going to see my honey today.. ah - just see him on the weekends because hi`s at the army ,0.3481535911560058,positive,0.8
0,english hmwk sucks  xx,0.0003626903053373,negative,0.15
1,He'd go anywhere with me ,0.8678886294364929,positive,0.8
1,@squirrelyTONKS Go for your life ,0.013114696368575,positive,0.7
1,Just found out there will be a cmap rock 2. wow pretty happay ,0.940780520439148,positive,0.875
0,Recovering from a nyquil hangover. Blah ,0.0008897976367734,negative,0.3
0,I might take a short little nap right now... Like half an hour... My head hurts from not sleeping... ,0.154667243361473,negative,0.25
0, still tired after nap,0.0046502565965056,negative,0.35
0,"This was the house I grew up in: http://bit.ly/rXb1m It's abandoned, trashed, half burnt down and hobo-ridden. It's really sad. ",0.0002937907411251,negative,0.15
1,Finally done work YAY ,0.9923720359802246,positive,0.9
0,@carlacharisse yeah.i love food.but you're so small carla.i'm flabby ,0.0539763271808624,positive,0.75
0,Damn no Burning Bright ,0.0039500002749264,negative,0.3
1,@heycassadee Can I ask a question? ,0.1991250962018966,neutral,0.5
0,Ready to leave blackpool ,0.0146534191444516,negative,0.35
1,"@acj525 mummmmmmmmmmm,  can you put the pizza in the oven ",0.2055735886096954,positive,0.7
1,@ibbypop haha yeeahh yeahh you know its only till 2:30 so its not too bad! ,0.8587564826011658,positive,0.8
0,"is unfortunally watching transformers 2 revenge of the fallen 2moz but i dnt wanna c it, it nt gt rob pattz in ",0.0017571317730471,negative,0.15
1,@Shadez mmm...i wouldn't mind li'l Katy's either.. ,0.7905566096305847,positive,0.7
1,"@Salteh Happy Birthday, mate! Have a good one! ",0.9384008049964904,positive,0.95
1,"forgot my macbook's recharger, that means nothing but Pratchett for me today ",0.0058945636264979,negative,0.35
0,@maldenic I get why you'd be asking about Batman... I'm not sure I want to know why you're assuming it involves penises as well ,0.0040821004658937,negative,0.35
0,"Oh, Noooooo French Test!!! ",0.0016111427685245,negative,0.2
0,ahh. bimbo..what the - is she trying to do ,0.0010890363482758,negative,0.2
1,"#EU09 In 5 years we need a best coverage. World, take a look here, yes, here, Europe is moving ",0.5874381065368652,positive,0.85
1,i haven't laughed this hard in a while ,0.3988230526447296,positive,0.9
0,Exam tomorrow ,0.1991034001111984,negative,0.35
0,Grrr - just spend the last 15 minutes making french toast only to discover there is no tomato sauce ,0.000490594014991,negative,0.25
0,@p0pisdead thanks for the tips.  I'm definitly gonna invest in a steamer.  ,0.4944768846035003,positive,0.85
1,@whoisright We've had a lot of rain here lately. So I'm expecting a TON of May flowers. LOL Enjoy your day. ,0.2613306045532226,positive,0.85
1,"got dad's birthday present, good price    i hop he doesn't read this - dad if you do, don't look!   revising... http://tinyurl.com/mbz55v",0.1332480013370514,positive,0.8
1,Sitting In North Carolina With Olivia ,0.6126110553741455,positive,0.7
1,@the_spinmd the guys behind the scenes have been working hard to please you (and the other millions of fans!) ,0.5914679765701294,positive,0.875
0,@markhoppus Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA ,0.0117640485987067,neutral,0.5
1,At red lobster with the rents ,0.4932231903076172,positive,0.7
0,I feel so bad for my kitty  I just want him to feel better,0.0018554421840235,negative,0.25
1,my last nite in work for weeks.....ah im in such good humour ,0.9149100184440612,positive,0.85
0,@Flyassmill I needed one after this I work 10 days in a row ,0.059922207146883,negative,0.3
0,@sevinnyne6126 That's Life ,0.390659898519516,neutral,0.5
0,i'm sooo tired. been up since 9am and since then running errands and stuff. i wanted to go out tonight but i think i'll fall asleep soon. ,0.1478187292814254,negative,0.35
0,"@ChubBBoy Oh, yowch! Poor car ",0.0013307001208886,negative,0.25
1,Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite ,0.9155935645103456,positive,0.85
0,i wanna talk with you right now ,0.6948451399803162,positive,0.7
0,I miss Trevor more now that he's over seas. Tough being in love with an airman. ,0.0382490679621696,negative,0.35
1,@TheDailyBlonde sometimes ,0.1492204070091247,neutral,0.5
1,Hey! How are you? I thought you'd like some Maestro Knows-Tour Edition  http://www.vimeo.com/4966590 Enjoy!,0.4873896241188049,positive,0.85
1,@ReginaPearl morning! And me &amp; you don't do anything but tweet! ,0.4877328276634216,positive,0.7
0,@Trobo1 I wish I'd been at the game. ,0.1509487479925155,positive,0.7
0,u shud watch it .... i almost cried  ,0.4769282937049866,positive,0.7
1,@cali_g510 ok   I got you!,0.87239670753479,positive,0.7
1,more storms! ,0.0012578549794852,negative,0.3
1,@LFTA ...And Prince - Erotic City (Feat. Shelia E) ,0.3786978125572204,error,error
1,@HarlieRae welcs  and I'm happy you will have a new profile picture,0.9620669484138488,positive,0.85
0,@shawnee_dj yeh  bad times ,0.0007390734390355,negative,0.2
1,"@RugbyDog Yes, I did get the reply. I didn't know there was one, either, but I thought I'd ask Give you something to do on the weekend. ",0.3798483908176422,positive,0.7
0,@Kami88 yea man that's when Bad Boy actually had talented artists ,0.6806328892707825,positive,0.75
0,at the airport. hungry. ,0.0154440365731716,negative,0.35
1,@nicolex33 thanks my little sparrow ,0.7822313904762268,positive,0.85
1,@roninotter Happy Birthday!  ,0.8512188792228699,positive,0.95
1,making a pirates club ,0.4439254105091095,positive,0.7
0,IT'S MY B'DAY 2DAY!!!!!!!!!!!!!!!!!!!! 26 YRS OLD ,0.2660100162029266,positive,1.0
1,@Burlesquetron oh sorry I didn't see this tweet further down sorry. unhappy DD = 4 champers 4 me + looking 4 hair dye in back of cupboard ,0.0005310809938237,negative,0.35
1,@laurie_pringle I mention it in the blog post. It's in Vancouver. ,0.4787826538085937,positive,0.6
1,I am soooo happy!!! ,0.9703839421272278,positive,1.0
